,X,Y,OBJECTID,ADDRTYPE,LOCATION,SEVERITYCODE,SEVERITYDESC,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INJURIES,SERIOUSINJURIES,FATALITIES,INCDATE,SDOT_COLCODE,ROADCOND
173751,-122.3871696,47.54758717,173752,Block,CALIFORNIA AVE SW BETWEEN SW RAYMOND ST AND SW GRAHAM ST,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2016-06-19 00:00:00+00:00,14.0,Dry
173752,-122.3200629,47.63954711,173753,Intersection,10TH AVE E AND E LYNN ST,2,Injury Collision,Angles,0,0,0,2,4,0,0,2016-05-07 00:00:00+00:00,11.0,Dry
173753,-122.3024092,47.55219312,173754,Block,BEACON WR AVE S BETWEEN S VERN CT AND S DEAN CT,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2016-06-04 00:00:00+00:00,14.0,Dry
173754,-122.3609727,47.571459,173755,Block,WEST SEATTLE BR EB BETWEEN DELRIDGE-W SEATTLE BR EB ON RP AND 26TH AV SW ON RP,1,Property Damage Only Collision,Other,4,0,0,1,0,0,0,2016-05-08 00:00:00+00:00,26.0,Dry
173755,-122.365221,47.52102254,173756,Block,SW BARTON ST BETWEEN 25TH AVE SW AND 26TH AVE SW,0,Unknown,,2,0,0,0,0,0,0,2016-05-15 00:00:00+00:00,0.0,
173756,-122.3342678,47.62083925,173757,Intersection,FAIRVIEW AVE N AND THOMAS ST,2,Injury Collision,Angles,2,0,0,2,1,0,0,2016-06-10 00:00:00+00:00,11.0,Dry
173757,-122.3225297,47.60648349,173758,Intersection,BOREN AVE AND JAMES ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2016-06-29 00:00:00+00:00,11.0,Dry
173758,-122.3499484,47.65666292,173759,Intersection,FREMONT AVE N AND N 41ST ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2016-06-28 00:00:00+00:00,11.0,Dry
173759,-122.4060645,47.67241515,173760,Block,SEAVIEW AVE NW BETWEEN 38TH AVE NW AND NW 61ST ST,0,Unknown,,2,0,0,0,0,0,0,2016-05-14 00:00:00+00:00,0.0,
173760,-122.3104737,47.68304646,173761,Block,NE 75TH ST BETWEEN 16TH AVE NE AND 17TH W AVE NE,2,Injury Collision,Rear Ended,2,0,0,2,1,0,0,2016-05-24 00:00:00+00:00,14.0,Dry
173761,-122.3263615,47.57980935,173762,Block,S LANDER ST BETWEEN 5TH PL S AND 6TH AVE S,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2016-07-08 00:00:00+00:00,11.0,Dry
173762,,,173763,,,0,Unknown,,0,0,0,0,0,0,0,2016-05-07 00:00:00+00:00,13.0,
173763,-122.3518438,47.65164866,173764,Block,N 36TH ST BETWEEN DAYTON AVE N AND FREMONT PL N,0,Unknown,,0,0,0,0,0,0,0,2016-06-07 00:00:00+00:00,0.0,
173764,-122.3497568,47.61646659,173765,Intersection,2ND AVE AND CEDAR ST,1,Property Damage Only Collision,Angles,0,0,0,2,0,0,0,2016-04-29 00:00:00+00:00,14.0,Dry
173765,-122.3873408,47.53328899,173766,Block,CALIFORNIA AVE SW BETWEEN SW HOLDEN ST AND SW PORTLAND ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2016-06-23 00:00:00+00:00,14.0,Wet
173766,,,173767,,,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2016-07-08 00:00:00+00:00,28.0,Unknown
173767,-122.3707596,47.66866192,173768,Intersection,11TH AVE NW AND NW MARKET ST,0,Unknown,,0,0,0,0,0,0,0,2016-07-02 00:00:00+00:00,0.0,
173768,-122.327878,47.65555,173769,Intersection,1ST AVE NE AND NE 40TH ST,2,Injury Collision,Angles,2,0,0,2,1,0,0,2016-06-21 00:00:00+00:00,11.0,Dry
173769,-122.3358756,47.6015198,173770,Block,ALASKAN E RDWY WAY S BETWEEN YESLER WAY AND S WASHINGTON ST,2,Injury Collision,Head On,3,0,0,2,3,0,0,2016-06-19 00:00:00+00:00,11.0,Dry
173770,-122.3299912,47.57438473,173771,Intersection,3RD AVE S AND S HORTON ST,1,Property Damage Only Collision,Angles,3,0,0,2,0,0,0,2016-05-16 00:00:00+00:00,11.0,Dry
173771,-122.270274,47.53695788,173772,Intersection,RAINIER AVE S AND S OTHELLO ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2016-05-10 00:00:00+00:00,11.0,Dry
173772,-122.3149177,47.52737,173773,Intersection,14TH AVE S AND DALLAS AVE S,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2016-05-18 00:00:00+00:00,51.0,Dry
173773,-122.3065173,47.66307592,173774,Intersection,20TH AVE NE AND NE 47TH ST,1,Property Damage Only Collision,Angles,3,0,0,2,0,0,0,2016-05-06 00:00:00+00:00,11.0,Dry
173774,-122.3030552,47.64315801,173775,Intersection,EAST MONTLAKE PL E AND E ROANOKE ST,1,Property Damage Only Collision,Angles,3,0,0,3,0,0,0,2016-05-23 00:00:00+00:00,11.0,Dry
173775,-122.3290514,47.58822701,173776,Intersection,4TH AVE S AND S MASSACHUSETTS ST,1,Property Damage Only Collision,Sideswipe,4,0,0,2,0,0,0,2016-05-18 00:00:00+00:00,11.0,Dry
173776,-122.3332937,47.55491902,173777,Block,S BENNETT ST BETWEEN 1ST AVE S AND 2ND AVE S,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2016-06-17 00:00:00+00:00,14.0,Unknown
173777,-122.3262232,47.65832649,173778,Block,THACKERAY PL NE BETWEEN NE 42ND ST AND NE 43RD ST,0,Unknown,,0,0,0,0,0,0,0,2016-05-20 00:00:00+00:00,12.0,
173778,-122.2741472,47.51693937,173779,Intersection,MARCUS AVE S AND S ROXBURY ST,2,Injury Collision,Sideswipe,2,0,0,2,1,0,0,2016-06-24 00:00:00+00:00,11.0,Wet
173779,-122.3530987,47.61388393,173780,Block,ALASKAN WAY BETWEEN VINE ST AND CLAY ST,1,Property Damage Only Collision,Sideswipe,5,0,0,2,0,0,0,2016-06-30 00:00:00+00:00,11.0,Dry
173780,-122.3258287,47.73407122,173781,Block,NE 145TH ST BETWEEN 4TH AVE NE AND 145TH ST ON RP,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2016-04-09 00:00:00+00:00,14.0,Dry
173781,-122.3080862,47.61900144,173782,Block,E GLEN ST BETWEEN 18TH AVE E AND 19TH AVE E,0,Unknown,,0,0,0,0,0,0,0,2016-07-05 00:00:00+00:00,0.0,
173782,-122.3762018,47.56203516,173783,Intersection,35TH AVE SW AND SW SNOQUALMIE ST,1,Property Damage Only Collision,Head On,2,0,0,2,0,0,0,2016-05-02 00:00:00+00:00,11.0,Dry
173783,-122.3623856,47.54172917,173784,Intersection,23RD AVE SW AND SW WILLOW ST,2,Injury Collision,Angles,2,0,0,2,2,0,0,2016-05-18 00:00:00+00:00,14.0,Dry
173784,-122.2652763,47.55111817,173785,Block,S ORCAS ST BETWEEN WILSON AVE S AND 55TH AVE S,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2016-05-22 00:00:00+00:00,26.0,Unknown
173785,-122.3337568,47.6086926,173786,Intersection,5TH AVE AND UNIVERSITY ST,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2016-06-21 00:00:00+00:00,11.0,Dry
173786,,,173787,,,0,Unknown,,0,0,0,0,0,0,0,2016-03-03 00:00:00+00:00,0.0,
173787,-122.3418871,47.61854842,173788,Block,DENNY WAY BETWEEN DEXTER AVE AND 8TH AVE,1,Property Damage Only Collision,Rear Ended,3,0,0,2,0,0,0,2016-06-03 00:00:00+00:00,14.0,Dry
173788,-122.3655662,47.62747856,173789,Block,W OLYMPIC PL BETWEEN 6TH W AVE W AND 7TH AVE W,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2016-06-14 00:00:00+00:00,14.0,Dry
173789,-122.3839999,47.64658206,173790,Block,W BARRETT ST BETWEEN 21ST AVE W AND 22ND AVE W,0,Unknown,,0,0,0,0,0,0,0,2016-05-20 00:00:00+00:00,13.0,
173790,-122.3775494,47.66867108,173791,Block,NW MARKET ST BETWEEN 15TH AVE NW AND 17TH AVE NW,0,Unknown,,0,0,0,0,0,0,0,2016-06-06 00:00:00+00:00,0.0,
173791,-122.3603064,47.6359556,173792,Block,W HOWE ST BETWEEN 2ND AVE W AND 3RD AVE W,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2016-06-26 00:00:00+00:00,13.0,Dry
173792,,,173793,Block,1ST AVE S BETWEEN 1ST AVS ON N RP AND S ROYAL BROUGHAM WAY,2,Injury Collision,Rear Ended,3,0,0,2,1,0,0,2016-05-04 00:00:00+00:00,14.0,Dry
173793,-122.3477718,47.73167697,173794,Block,LINDEN AVE N BETWEEN N 141ST ST AND N 143RD ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2016-06-23 00:00:00+00:00,11.0,Dry
173794,-122.2951167,47.53997895,173795,Block,S FRONTENAC ST BETWEEN 28TH AVE S AND 30TH AVE S,0,Unknown,,0,0,0,0,0,0,0,2016-07-04 00:00:00+00:00,0.0,
173795,-122.3221773,47.61814666,173796,Block,HARVARD AVE BETWEEN E HOWELL ST AND E DENNY WAY,0,Unknown,,2,0,0,0,0,0,0,2016-04-25 00:00:00+00:00,0.0,
173796,-122.3127559,47.58101178,173797,Block,S BAYVIEW ST BETWEEN 15TH AVE S AND 16TH AVE S,0,Unknown,,0,0,0,0,0,0,0,2016-07-06 00:00:00+00:00,0.0,
173797,-122.3115674,47.60217944,173798,Block,16TH AVE BETWEEN E YESLER WAY AND E FIR W ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2016-06-14 00:00:00+00:00,14.0,Dry
173798,-122.2733936,47.55190678,173799,Block,S FINDLAY ST BETWEEN 47TH AVE S AND 48TH AVE S,0,Unknown,,2,0,0,0,0,0,0,2016-05-25 00:00:00+00:00,0.0,
173799,-122.3404667,47.60931643,173800,Block,1ST AVE BETWEEN PIKE ST AND PINE ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2016-05-09 00:00:00+00:00,0.0,Dry
173800,,,173801,,,0,Unknown,,0,0,0,0,0,0,0,2016-03-23 00:00:00+00:00,0.0,
173801,-122.3039221,47.58591393,173802,Block,RAINIER AVE S BETWEEN S HOLGATE ST AND S PLUM ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2016-06-06 00:00:00+00:00,14.0,Unknown
173802,-122.3118872,47.66944597,173803,Intersection,15TH AVE NE AND NE 56TH ST,2,Injury Collision,Angles,2,0,0,2,1,0,0,2016-05-27 00:00:00+00:00,11.0,Dry
173803,-122.3629072,47.55837154,173804,Block,DELRIDGE WAY SW BETWEEN SW EDMUNDS ST AND SW HUDSON ST,1,Property Damage Only Collision,,2,0,0,0,0,0,0,2016-05-15 00:00:00+00:00,0.0,
173804,-122.3525848,47.65657662,173805,Block,DAYTON AVE N BETWEEN N 40TH ST AND N 42ND W ST,1,Property Damage Only Collision,Parked Car,3,0,0,3,0,0,0,2016-06-15 00:00:00+00:00,14.0,Dry
173805,-122.365512,47.55929082,173806,Block,26TH AVE SW BETWEEN SW ALASKA ST AND SW HUDSON ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2016-06-27 00:00:00+00:00,12.0,Dry
173806,-122.3761486,47.63863286,173807,Intersection,15TH AVE W AND W BOSTON ST,2,Injury Collision,Left Turn,2,0,0,2,1,0,0,2016-06-23 00:00:00+00:00,11.0,Wet
173807,-122.318741,47.67729638,173808,Block,NE 67TH ST BETWEEN 8TH AVE NE AND ROOSEVELT WAY NE,0,Unknown,,0,0,0,0,0,0,0,2016-05-19 00:00:00+00:00,13.0,
173808,-122.320204,47.65296363,173809,Intersection,UNIVERSITY BR AND POINT B,2,Injury Collision,Rear Ended,2,0,0,2,1,0,0,2016-05-09 00:00:00+00:00,14.0,Dry
173809,-122.3178342,47.65630185,173810,Intersection,ROOSEVELT WAY NE AND NE 40TH ALLEY ST,1,Property Damage Only Collision,Right Turn,2,0,0,2,0,0,0,2016-05-25 00:00:00+00:00,14.0,Dry
173810,-122.3330672,47.54430227,173811,Block,1ST AV S NB OFF RP BETWEEN 1ST AV S BR NB AND EAST MARGINAL WAY S,1,Property Damage Only Collision,Rear Ended,3,0,0,3,0,0,0,2016-04-22 00:00:00+00:00,14.0,Dry
173811,-122.3062596,47.54557493,173812,Block,SWIFT AVE S BETWEEN SWIFT AV OFF RP AND S EDDY ST,1,Property Damage Only Collision,Rear Ended,3,0,0,2,0,0,0,2016-04-29 00:00:00+00:00,14.0,Wet
173812,,,173813,,,0,Unknown,,0,0,0,0,0,0,0,2016-01-28 00:00:00+00:00,0.0,
173813,-122.3355638,47.55065857,173814,Block,EAST MARGINAL WAY S BETWEEN S MEAD ST AND S FIDALGO ST,1,Property Damage Only Collision,Sideswipe,3,0,0,2,0,0,0,2016-06-15 00:00:00+00:00,14.0,Dry
173814,-122.3866664,47.57815338,173815,Block,CALIFORNIA AVE SW BETWEEN SW LANDER ST AND SW STEVENS ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2016-06-11 00:00:00+00:00,56.0,Dry
173815,-122.3875385,47.6786007,173816,Block,24TH AVE NW BETWEEN NW 67TH ST AND NW 70TH ST,1,Property Damage Only Collision,Rear Ended,3,0,0,3,0,0,0,2016-07-01 00:00:00+00:00,14.0,Dry
173816,-122.319317,47.54833584,173817,Block,S HARNEY ST BETWEEN CORSON AVE S AND 12TH AVE S,1,Property Damage Only Collision,Parked Car,3,0,0,3,0,0,0,2016-06-10 00:00:00+00:00,11.0,Dry
173817,-122.3207987,47.61523531,173818,Intersection,BROADWAY AND E PINE ST,2,Injury Collision,Pedestrian,3,1,0,1,1,0,0,2016-06-20 00:00:00+00:00,18.0,Wet
173818,-122.332572,47.65970605,173819,Block,BAGLEY AVE N BETWEEN N 43RD ST AND N 44TH ST,0,Unknown,,0,0,0,0,0,0,0,2016-07-02 00:00:00+00:00,0.0,
173819,-122.314015,47.53476481,173820,Block,EAST MARGINAL WAY S BETWEEN 14TH AVE S AND 16TH AVE S,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2016-05-22 00:00:00+00:00,26.0,Dry
173820,-122.2864886,47.5601082,173821,Block,RAINIER AVE S BETWEEN S ALASKA ST AND S ANGELINE ST,1,Property Damage Only Collision,Rear Ended,6,0,0,3,0,0,0,2016-06-04 00:00:00+00:00,14.0,Dry
173821,-122.3258848,47.64384056,173822,Block,EASTLAKE AVE E BETWEEN E ROANOKE ST AND E EDGAR ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2016-05-23 00:00:00+00:00,12.0,Dry
173822,-122.319698,47.67584912,173823,Block,NE 65TH ST BETWEEN 8TH AVE NE AND WEEDIN PL NE,0,Unknown,,0,0,0,0,0,0,0,2016-02-18 00:00:00+00:00,14.0,
173823,-122.3464731,47.67778109,173824,Block,N 67TH ST BETWEEN LINDEN AVE N AND AURORA AVE N,0,Unknown,,1,0,0,0,0,0,0,2016-04-29 00:00:00+00:00,0.0,
173824,-122.3408726,47.60640582,173825,Block,ALASKAN WAY BETWEEN UNIVERSITY ST AND UNION ST,2,Injury Collision,Rear Ended,5,0,0,2,1,0,0,2016-04-02 00:00:00+00:00,14.0,Dry
173825,-122.3593147,47.69061787,173826,Block,NW 85TH ST BETWEEN 1ST AVE NW AND 3RD AVE NW,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2016-05-20 00:00:00+00:00,14.0,Dry
173826,-122.3867642,47.57260019,173827,Block,CALIFORNIA AVE SW BETWEEN SW HINDS S ST AND SW SPOKANE ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2016-05-26 00:00:00+00:00,0.0,Unknown
173827,-122.36046,47.5282836,173828,Intersection,DELRIDGE WAY SW AND SW THISTLE ST,1,Property Damage Only Collision,Left Turn,3,0,0,2,0,0,0,2016-04-29 00:00:00+00:00,11.0,Wet
173828,-122.3436842,47.62471211,173829,Block,AURORA AVE N BETWEEN AURORA AV SB OFF RP AND ROY ST,1,Property Damage Only Collision,Sideswipe,4,0,0,2,0,0,0,2016-06-21 00:00:00+00:00,11.0,Dry
173829,-122.3788918,47.66417733,173830,Block,17TH AVE NW BETWEEN NW LEARY WAY AND NW 49TH ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2016-06-03 00:00:00+00:00,11.0,Dry
173830,-122.327356,47.61522833,173831,Block,E PINE ST BETWEEN MELROSE AVE AND BELLEVUE AVE,1,Property Damage Only Collision,Parked Car,3,0,0,2,0,0,0,2016-06-11 00:00:00+00:00,11.0,Dry
173831,-122.2850419,47.55784863,173832,Intersection,RAINIER AVE S AND S FERDINAND ST,2,Injury Collision,Left Turn,3,0,0,2,2,0,0,2016-07-04 00:00:00+00:00,11.0,Wet
173832,-122.3762915,47.55287088,173833,Block,35TH AVE SW BETWEEN SW BRANDON ST AND SW FINDLAY ST,2,Injury Collision,Parked Car,8,0,0,2,2,0,0,2016-06-14 00:00:00+00:00,11.0,Wet
173833,-122.3187959,47.61408978,173834,Block,E PIKE ST BETWEEN 10TH AVE AND 11TH AVE,1,Property Damage Only Collision,,2,0,0,0,0,0,0,2016-07-02 00:00:00+00:00,11.0,
173834,-122.2864427,47.54807904,173835,Intersection,37TH AVE S AND M L KING JR ER WAY S,2b,Serious Injury Collision,Pedestrian,2,1,0,1,1,1,0,2016-06-13 00:00:00+00:00,24.0,Dry
173835,-122.3234945,47.73349942,173836,Block,5TH AVE NE BETWEEN 145TH ST OFF RP AND NE 145TH ST,0,Unknown,,0,0,0,0,0,0,0,2016-01-03 00:00:00+00:00,14.0,
173836,-122.3760242,47.52286049,173837,Block,SW HENDERSON ST BETWEEN 34TH AVE SW AND 35TH AVE SW,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2016-05-02 00:00:00+00:00,11.0,Dry
173837,-122.3734868,47.56755221,173838,Block,WEST SEATTLE BR WB BETWEEN POINT A AND 35TH AVE SW,0,Unknown,,0,0,0,0,0,0,0,2016-04-22 00:00:00+00:00,14.0,
173838,-122.3629991,47.55101311,173839,Block,DELRIDGE WAY SW BETWEEN SW FINDLAY ST AND SW JUNEAU ST,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2016-06-09 00:00:00+00:00,14.0,Dry
173839,-122.3516459,47.61758358,173840,Intersection,2ND AVE AND BROAD ST,1,Property Damage Only Collision,Left Turn,2,0,0,2,0,0,0,2016-06-21 00:00:00+00:00,11.0,Dry
173840,-122.3399116,47.66138572,173841,Block,N 45TH ST BETWEEN INTERLAKE AVE N AND WOODLAWN W AVE N,1,Property Damage Only Collision,,2,0,0,0,0,0,0,2016-05-05 00:00:00+00:00,14.0,
173841,-122.327361,47.60840868,173842,Intersection,9TH AVE AND MADISON ST,1,Property Damage Only Collision,Left Turn,2,0,0,2,0,0,0,2016-05-30 00:00:00+00:00,11.0,Dry
173842,-122.3554736,47.70780506,173843,Block,GREENWOOD AVE N BETWEEN N 107TH ST AND N 110TH ST,1,Property Damage Only Collision,Rear Ended,3,0,0,2,0,0,0,2016-05-20 00:00:00+00:00,14.0,Dry
173843,-122.3429389,47.6271413,173844,Block,ALOHA ST BETWEEN AURORA AVE N AND DEXTER AVE N,1,Property Damage Only Collision,Other,2,0,0,2,0,0,0,2016-06-17 00:00:00+00:00,11.0,Wet
173844,-122.2907341,47.70927631,173845,Block,35TH AVE NE BETWEEN NE 110TH ST AND NE 113TH ST,1,Property Damage Only Collision,Parked Car,3,0,0,3,0,0,0,2016-06-07 00:00:00+00:00,14.0,Dry
173845,-122.3439876,47.69055853,173846,Block,N 85TH ST BETWEEN AURORA AVE N AND NESBIT AVE N,1,Property Damage Only Collision,Angles,3,0,0,2,0,0,0,2016-06-01 00:00:00+00:00,11.0,Dry
173846,-122.3709082,47.54568797,173847,Block,SW BATAAN ST BETWEEN 30TH AVE SW AND 31ST AVE SW,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2016-07-11 00:00:00+00:00,13.0,Dry
173847,-122.3204173,47.62198539,173848,Block,E HARRISON ST BETWEEN BROADWAY E AND 10TH AVE E,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2016-07-08 00:00:00+00:00,11.0,Dry
173848,-122.3123197,47.70261284,173849,Block,15TH AVE NE BETWEEN NE 102ND ST AND NE 103RD ST,0,Unknown,,0,0,0,0,0,0,0,2016-04-26 00:00:00+00:00,0.0,
173849,-122.3218098,47.61073023,173850,Intersection,BOYLSTON AVE AND MADISON ST,1,Property Damage Only Collision,Left Turn,3,0,0,2,0,0,0,2016-07-01 00:00:00+00:00,11.0,Dry
173850,-122.3080593,47.57142089,173851,Block,BEACON AVE S BETWEEN S SPOKANE ST AND BEACON WR AVE S,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2016-06-08 00:00:00+00:00,14.0,Dry
173851,-122.334195,47.59135531,173852,Block,1ST AVE S BETWEEN S ROYAL BROUGHAM WAY AND S ATLANTIC ST,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2016-04-27 00:00:00+00:00,14.0,Dry
173852,-122.321392,47.58730868,173853,Block,AIRPORT WAY S BETWEEN S MASSACHUSETTS ST AND S HOLGATE N ST,2,Injury Collision,Pedestrian,2,1,0,1,1,0,0,2016-05-26 00:00:00+00:00,24.0,Dry
173853,-122.3095394,47.71938574,173854,Block,NE 125TH ST BETWEEN 17TH E AVE NE AND 19TH AVE NE,0,Unknown,,0,0,0,0,0,0,0,2016-03-16 00:00:00+00:00,14.0,
173854,-122.2930573,47.67850648,173855,Block,32ND AVE NE BETWEEN NE 68TH ST AND NE 70TH E ST,1,Property Damage Only Collision,Parked Car,0,0,0,2,0,0,0,2016-05-06 00:00:00+00:00,0.0,Unknown
173855,-122.3378293,47.55497594,173856,Block,EAST MARGINAL WAY S BETWEEN S DAWSON ST AND S BRANDON ST,2,Injury Collision,Head On,2,0,0,2,2,0,0,2016-05-20 00:00:00+00:00,11.0,Dry
173856,-122.3321327,47.53414777,173857,Intersection,WEST MARGINAL WAY S AND S HOLDEN ST,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2016-04-26 00:00:00+00:00,14.0,Dry
173857,-122.2942314,47.56083773,173858,Intersection,MCCOY PL S AND S ALASKA ST,2,Injury Collision,Angles,2,0,0,2,1,0,0,2016-06-10 00:00:00+00:00,11.0,Dry
173858,-122.3269479,47.66572487,173859,Block,NE 51ST ST BETWEEN 1ST AVE NE AND LATONA AVE NE,0,Unknown,,0,0,0,0,0,0,0,2016-05-08 00:00:00+00:00,13.0,
173859,-122.3445163,47.68947438,173860,Block,AURORA AVE N BETWEEN GREEN LAKE DR N AND N 84TH ST,2,Injury Collision,Rear Ended,2,0,0,2,1,0,0,2016-06-24 00:00:00+00:00,14.0,Dry
173860,-122.2980598,47.63717924,173861,Block,LAKE WASHINGTON BLVD E BETWEEN BOYER AVE E AND E FOSTER ISLAND RD,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2016-06-07 00:00:00+00:00,11.0,Dry
173861,-122.3397415,47.62468686,173862,Intersection,9TH AVE N AND MERCER NR ST,0,Unknown,,0,0,0,0,0,0,0,2016-02-07 00:00:00+00:00,14.0,
173862,-122.2884235,47.56496219,173863,Block,RAINIER AVE S BETWEEN S ADAMS ST AND S GENESEE N ST,2,Injury Collision,Rear Ended,2,0,0,2,1,0,0,2016-05-18 00:00:00+00:00,14.0,Dry
173863,-122.3011664,47.59379435,173864,Block,24TH AVE S BETWEEN S CHARLES ST AND S NORMAN ST,0,Unknown,,0,0,0,0,0,0,0,2016-05-05 00:00:00+00:00,13.0,
173864,-122.3323471,47.62081537,173865,Block,THOMAS ST BETWEEN MINOR AVE N AND PONTIUS AVE N,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2016-06-03 00:00:00+00:00,14.0,Dry
173865,-122.3473577,47.70288646,173866,Intersection,LINDEN AVE N AND N 102ND ST,2,Injury Collision,Angles,0,0,0,2,1,0,0,2016-04-19 00:00:00+00:00,11.0,Dry
173866,,,173867,,,0,Unknown,,0,0,0,0,0,0,0,2016-01-07 00:00:00+00:00,0.0,
173867,-122.3532087,47.6335877,173868,Block,2ND AVE N BETWEEN GARFIELD ST AND HAYES ST,1,Property Damage Only Collision,Pedestrian,1,1,0,1,0,0,0,2016-05-30 00:00:00+00:00,24.0,Dry
173868,-122.3983399,47.63935401,173869,Block,32ND AVE W BETWEEN W LYNN ST AND W MCGRAW ST,0,Unknown,,0,0,0,0,0,0,0,2016-06-18 00:00:00+00:00,14.0,
173869,-122.3377875,47.60306058,173870,Intersection,ALASKAN WAY AND MARION ST,2b,Serious Injury Collision,Right Turn,3,0,0,3,1,1,0,2016-06-16 00:00:00+00:00,11.0,Dry
173870,-122.3377437,47.68691905,173871,Intersection,DENSMORE AVE N AND N 80TH E ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2016-05-25 00:00:00+00:00,11.0,Dry
173871,-122.3871696,47.54758717,173872,Block,CALIFORNIA AVE SW BETWEEN SW RAYMOND ST AND SW GRAHAM ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2016-02-11 00:00:00+00:00,11.0,Wet
173872,-122.3735769,47.67418006,173873,Block,14TH AVE NW BETWEEN NW 62ND ST AND NW 63RD ST,1,Property Damage Only Collision,Parked Car,3,0,0,3,0,0,0,2016-06-03 00:00:00+00:00,14.0,Dry
173873,-122.3767929,47.68687813,173874,Intersection,15TH AVE NW AND NW 80TH ST,0,Unknown,,0,0,0,0,0,0,0,2016-01-12 00:00:00+00:00,14.0,
173874,-122.3449719,47.72275671,173875,Block,AURORA AVE N BETWEEN N 128TH ST AND N 130TH ST,1,Property Damage Only Collision,Other,3,0,0,3,0,0,0,2016-04-23 00:00:00+00:00,0.0,Wet
173875,-122.3529093,47.65011298,173876,Block,N 34TH ST BETWEEN PHINNEY AVE N AND EVANSTON AVE N,0,Unknown,,2,0,0,0,0,0,0,2016-05-18 00:00:00+00:00,0.0,
173876,-122.3330981,47.60965503,173877,Block,6TH AVE BETWEEN UNIVERSITY ST AND UNION ST,1,Property Damage Only Collision,,2,0,0,0,0,0,0,2016-05-10 00:00:00+00:00,11.0,
173877,-122.3037472,47.55972549,173878,Block,S COLUMBIAN WAY BETWEEN BEACON ER AVE S AND 24TH AVE S,2,Injury Collision,,3,0,0,0,1,0,0,2016-07-05 00:00:00+00:00,14.0,
173878,-122.2689733,47.68029547,173879,Block,55TH AVE NE BETWEEN NE 70TH ST AND NE 73RD ST,1,Property Damage Only Collision,,1,0,0,0,0,0,0,2016-05-20 00:00:00+00:00,11.0,
173879,-122.2627476,47.55187137,173880,Block,SEWARD PARK AVE S BETWEEN 56TH N AVE S AND S ORCAS ST,0,Unknown,,0,0,0,0,0,0,0,2016-07-02 00:00:00+00:00,0.0,
173880,-122.2962311,47.61001042,173881,Intersection,M L KING JR WAY AND E MARION ST,1,Property Damage Only Collision,Other,4,0,0,2,0,0,0,2016-05-10 00:00:00+00:00,11.0,Dry
173881,-122.3202093,47.63048977,173882,Intersection,10TH AVE E AND E HIGHLAND DR,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2016-05-31 00:00:00+00:00,18.0,Dry
173882,-122.3592144,47.6304508,173883,Intersection,2ND AVE W AND W COMSTOCK ST,1,Property Damage Only Collision,Angles,0,0,0,2,0,0,0,2016-04-11 00:00:00+00:00,11.0,Dry
